ObjectId,Year,Fund,Workgroup,Organization,Program,Program_Summary,Amount_Requested,Amount_Funded,Amount_Spent
915,2009,GF,HSF,Boulder Shelter for the Homeless,Boulder County Cares,,,15000,14471
609,2012,GF,HSF,Safehouse Progressive Alliance for Nonviolence,Outreach and Increased Access,,,8505,8273
1202,2006,GF,HSF,Mental Health Partners,Circulo de la Vida Familiar,,,67252,65242
737,2015,GF,HSF,Intercambio de Comunidades,Uniting Communities,,,20000,18071
1896,1995,GF,HSF,Boulder Valley School District,Teen Parent Program,,,17500,16960
1553,2003,GF,HSF,Boulder Shelter for the Homeless,Boulder County Cares,,,8000,7336
1808,1998,GF,HSF,New Horizons Cooperative Preschool,Bilingual Education,,,30000,29857
889,2011,GF,HSF,Intercambio de Comunidades,Uniting Communities,,,30000,29232
1830,1999,GF,HSF,Center for People with Disabilities (CPWD),Blind and Visually Impaired,,,2870,2704
1263,2007,GF,YOP,Medicine Horse Program,Equus Integration Program,,8567,0,0
155,2019,HEF,HEF,FOCUS Reentry,Focus Reentry,"Funding will be used to assist city residents re-entering the community from jail, with health care and food assistance program enrollment, and referrals to physical, mental and behavioral health service agencies.",25000,25000,24507
1910,1997,GF,HSF,Boulder Day Nursery,Toddler and Preschool Early Learning,,,30000,29368
163,2019,HEF,HEF,"Jewish Family Service of Colorado, Inc",CircleTalk,"Funding will be used to provide social programming, nutrition and wellness guidance for low-income, older adults in the city, who experience social isolation.",15500,15500,15345
97,2018,GF,HSF,Center for People with Disabilities (CPWD),Core Services,"Independent living skills training, individuals & systems advocacy, peer support & transitions for individuals with disabilities",50000,35000,33305
575,2014,GF,HSF,Safehouse Progressive Alliance for Nonviolence,Counseling and Advocacy Services,,,34000,33258
1948,1996,GF,HSF,"Boulder County RSVPBoard, Inc (dba BC CareConnect)",Safety Net,,,9000,8179
181,2018,GF,HSF,Community Food Share,Food Procurement and Distribution,"Food procurement, direct distribution to agencies, individuals & families",15000,10000,9825
376,2016,GF,HSF,Boulder Day Nursery,Early Learning Program,"Child care & early learning activities, parent support & ed., intervention & prevention, developmental & health screenings & social/emotional/behavioral supports",68000,65000,64866
1855,1999,GF,HSF,Mental Health Partners,Community Infant Program,,,55350,52262
1895,1995,GF,HSF,Boulder Shelter for the Homeless,Basic Needs,,,12186,11492
495,2015,GF,HSF,Boulder Outreach for Homeless Overflow,Emergency Warming Centers,,,20000,18043
1155,2011,GF,YOP,Moving to End Sexual Assault (MESA),Peers Building Justice Program (PBJ),,10000,0,0
493,2013,GF,YOP,Out Boulder County,Boulder Out Leadership Development,,12743,0,0
1700,1994,GF,HSF,Boulder Valley School District,Teen Parent Program,,,9500,9280
1840,1999,GF,HSF,Clinica Campesina Family Health Care Services,"Newborns, Infants and Toddlers",,,25750,25633
768,2015,GF,HSF,New Horizons Cooperative Preschool,Bilingual Education,,,42000,38871
953,2008,GF,YOP,Boulder Museum of Contemporary Art,Engage & Reflect:  The Studio Project,,10000,10000,9030
443,2015,GF,CIF,CU Office of Diversity,Diversity and Inclusion Summit,,2500,2500,2449
186,2017,HEF,HEF,Dental Aid,Safety Net Dental Services,"Funding will be used to subsidize the oral care of up to an additional 436 unduplicated low-income City of Boulder children, youth and adults.",50000,50000,47398
313,2018,HEF,HEF,Boulder County Public Health,Healthy Beverage Promotion and Safe Drinking Water Access in Mobile Home Parks,"Funding will be used to implement the next phase of the Hidden Sugar Campaign via social media, earned and traditional media with a target audience of mobile home park residents in Boulder. Additional funding will be used to support University of Colorado Law School research policy solutions for mobile home park drinking water issues by documenting resident concerns, coordinating water testing and creating action plans for policy implementation.",21714,21714,21236
103,2018,GF,YOP,Museum of Boulder,Teen Corps: 3D Printing Artifacts for the Blind,A group of teens will design and build additions to an exhibit at the Museum of Boulder which will make the exhibit more accessible to people with visual impairments.,5000,0,0
1929,1997,GF,HSF,Safehouse Progressive Alliance for Nonviolence,Domestic Violence Survivor Services Program,,,41000,37650
1748,2000,GF,HSF,City of Boulder Children Youth and Families,Boulder County Prevention and Intervention,,,58850,56088
1504,2004,GF,HSF,City of Boulder Children Youth and Families,Child Care Certificate Program,,,175000,169188
816,2010,GF,YOP,Casey Middle School,Mexican Folklorico Dance Group,,13599,13599,13113
45,2019,GF,HSF,Safehouse Progressive Alliance for Nonviolence,Domestic Violence Survivor Services Program,"24/7 Crisis hotline, emergency shelter, counseling, legal advocacy, transitional housing for survivors of domestic violence",111000,111000,100072
1707,1996,GF,HSF,City of Boulder Children Youth and Families,Family Resource Schools,,,175940,162802
590,2012,GF,HSF,El Centro Amistad,El Centro Amistad,,,17638,16219
1112,2008,GF,YOP,September High School/YMCA of Boulder Valley,After Hours Arts/Break Through Arts,,20000,15450,14595
818,2010,GF,YOP,Colorado Film Society,CFS Educational Outreach Program,,8575,0,0
1765,2000,GF,HSF,Homestar Child Development Center,Scholarship Program,,,10000,9634
399,2016,GF,HSF,I Have A Dream Foundation of Boulder County,Dream Big - Oak Dreamers,"Tutoring & mentoring, summer enrichment, family outreach, cultural & social enrichment, college & career prep",100000,46188,42739
1170,2009,GF,HSF,City of Boulder Children Youth and Families,Family Resource Schools,,,157135,155591
566,2013,GF,CIF,Boulder Museum of Contemporary Art,Access Tours,,1500,1500,1480
1555,2007,GF,HSF,Mental Health Partners,Community Infant Program,,,67982,63772
1527,2001,GF,HSF,Access Counseling (formerly The Counseling Center),Individual Counseling,,,17703,16842
568,2012,GF,HSF,Center for People with Disabilities (CPWD),Advocacy Program,,,5000,4948
1351,2004,GF,HSF,Kids Connections (InterACT),TransACT Cultural Connections,,,7358,7219
1297,2007,GF,YOP,September Schools Inc.,After Hours Arts/Break Through Arts,,4750,3850,3734
20,2019,HEF,HEF,Meals on Wheels of Boulder,Meals on Wheels of Boulder,"Funding will provide prepared, home-delivered meals for low-income older adults living in the city.",20000,20000,18489
1922,1997,GF,HSF,Clinica Campesina Family Health Care Services,Adult Program,,,139629,129947
530,2015,GF,YOP,Nevin Platt Middle School,PACK Program,Provide staffing support and supplies for a school store where middle school students can redeem reward cards for being “caught” displaying PACK values and partner with ILC to include students with disabilities in running the store.,10017.58,0,0
867,2010,GF,HSF,Boulder Shelter for the Homeless,Transitional Housing,,,8000,7501
1630,1998,GF,HSF,Boulder Valley School District,Teen Parent Program,,,17000,15676
1723,2000,GF,HSF,Boulder County Legal Services,Critical Legal Services for Low-Income Residents,"Free safety net legal services for clients with legal emergencies that affect their basic needs, safety, and stability.",,16655,16076
305,2018,GF,YOP,Wildlands Restoration Volunteers,Ecological Stewardship and Leadership,"Engage students at Boulder Preparatory High School in service learning, environmental education and authentic opportunities for leadership. Funding supports staffing and supplies.",8401,8401,8174
86,2018,GF,HSF,Boulder County Legal Services,Critical Legal Services for Low-Income Residents,Free safety net legal services for clients with legal emergencies that affect their basic needs,18000,18000,16406
1494,2004,GF,HSF,Boulder Shelter for the Homeless,Boulder County Cares,,,5000,4679
1905,1997,GF,HSF,Boulder County Legal Services,Critical Legal Services for Low-Income Residents,"Free safety net legal services for clients with legal emergencies that affect their basic needs, safety, and stability.",,15400,14977
1488,2002,GF,HSF,Safehouse Progressive Alliance for Nonviolence,Counseling and Advocacy Services,,,43470,40687
240,2018,GF,MLK,Boulder Showing up for Racial Justice,Systematic Racism Today,,1000,500,465
112,2017,GF,YOP,Boulder High School,"Sí, se puede!",Provide staffing and test fees for college preparation and college application support for juniors and seniors at Boulder High School who are first generation college students.,12815,12815,12387
1400,2001,GF,HSF,Mental Health Partners,Circulo de la Vida Familiar,,,58089,54467
735,2014,GF,CEF,Postoley Dance Ensemble,Folk Dancing on the Plaza,,1600,1600,1542
1817,1997,GF,HSF,Mental Health Partners,"Child, Adolescent and Family Services",,,75000,67596
1956,1996,GF,HSF,Center for People with Disabilities (CPWD),Blind and Visually Impaired,,,8000,7832
798,2015,GF,YOP,Attention Homes,Increasing Education Opportunities for Homeless Youth,Provide instructor and materials for residents of Attention Homes in need of GED instruction.,15000,7200,7099
950,2010,GF,HSF,Center for People with Disabilities (CPWD),Home Care,,,22000,21895
1063,2010,GF,HSF,Mental Health Partners,"Child, Adolescent and Family Services",,,99213,96576
1515,2002,GF,HSF,United Black Women of Boulder Valley,Institute for African American Leadership,,,5000,4768
1066,2010,GF,HSF,Mental Health Partners,MESA Prevention Education,,,28426,26617
857,2010,GF,HSF,Boulder Day Nursery,Early Learning Program,,,62000,60671
438,2015,GF,CEF,Bridge House,Kids Give Back Thanksgiving Dinner,,1500,1500,1432
356,2016,GF,CIF,Motus Theater,SALSA,,1000,1000,993
1657,1996,GF,HSF,Children's House Preschool,First Chance Scholarship Fund,,,18000,16348
1210,2006,GF,HSF,Mental Health Partners,Psychiatric Emergency and Adult Services,,,177449,164249
1299,2003,GF,HSF,Emergency Family Assistance Association,Shelter,,,55490,52099
395,2016,GF,HSF,Family Learning Center,Pathways to Success for School Readiness,Preschool & full-day child care,55620,50000,46768
501,2013,GF,YOP,Out Boulder County,Boulder Out Leadership Development,,12373,0,0
1294,2002,GF,HSF,Dental Aid,Children and Youth Oral Health,,,18291,18276
162,2019,HEF,HEF,I Have A Dream Foundation of Boulder County,Healthy Together,"Funding will provide year-round health and wellness education, adult fitness trainer certification programs, and physical activities to low-income city students and their families living in Boulder Housing Partner communities. Physical activities and wellness workshops are integrated with academic support and training for adult coaching.",391442.72,391442.72,359604
994,2008,GF,HSF,Immigrant Legal Center of Boulder County,Immigrant Legal Center of Boulder County,,,25000,24337
1760,2000,GF,HSF,Dental Aid,Preschool Virtual Dental Home,,,2625,2507
1828,1998,GF,HSF,Voices for Children,Court Appointed Special Advocates (CASA),,,9149,8459
1938,1996,GF,HSF,Big Sisters,Big Sisters program,,,5000,4758
1634,1998,GF,HSF,BV Women's Health Center,Youth Program,,,13130,12763
1366,2004,GF,HSF,Mental Health Partners,Circulo de la Vida Familiar,,,60413,54438
1746,2000,GF,HSF,Center for People with Disabilities (CPWD),Home Care,,,11613,11119
1631,1998,GF,HSF,Boulder Youth Center,,,,23800,23439
215,2018,GF,HSF,Foothills United Way (FHUW),Personal Investment Program (PIE),"Financial education & asset-building with a matched savings account (for investment in education, business or home) for low-income families",100000,100000,93562
1825,1997,GF,HSF,Mental Health Partners,Community Infant Program,,,54000,50087
341,2017,GF,HRF,Boulder Dance Coalition,Boulder International Festival,,3000,1500,1456
1602,1999,GF,HSF,Mental Health Partners,Psychiatric Emergency and Adult Services,,,143931,140905
1259,2001,GF,HSF,BV Women's Health Center,Youth Program,,,17381,16958
1131,2007,GF,HSF,Boulder County Legal Services,Critical Legal Services for Low-Income Residents,"Free safety net legal services for clients with legal emergencies that affect their basic needs, safety, and stability.",,18497,17494
1338,2002,GF,HSF,Center for People with Disabilities (CPWD),Independent Living,,,27319,25805
1027,2010,GF,HSF,Clinica Campesina Family Health Care Services,Primary Health Care for Low-Income,,,350000,324511
177,2017,HEF,HEF,Boulder Valley School District,Weekend Nutrition Bag Program,"Funding will be used to purchase food, provide labor to coordinate and to assemble, transport and distribute bags on a weekly basis for children in need during times when schools are closed (weekends or holiday breaks).",29234,29234,27743
289,2017,GF,HSF,Family Learning Center,Pathways to Success for School Readiness,,0,50000,47826
180,2017,HEF,HEF,Clinica Campesina Family Health Care Services,Care System Enhancements,"Funding will be used to enhance clinical services for low income, uninsured city residents at the Clinic and the medical clinic located within Mental Health Partners’ Ryan Wellness Center. Funding will support a registered dietician and a dental hygienist position and to purchase a continuous glucose monitoring service to improve diabetes patient management. Additional funding will support staff trainings to implement the PREPARE tool and Advancing Heart Health in Primary Care with the goals of better understanding patients social determinates of health and improving cardiovascular health care.",135258,84996,78119
1312,2003,GF,HSF,Safehouse Progressive Alliance for Nonviolence,Domestic Violence Survivor Services Program,,,48384,45563
191,2017,HEF,HEF,I Have A Dream Foundation of Boulder County,Dream Big: Healthy Together,"Funding will be used to serve about 90 additional youth by expanding “I Have a Dream” and YSI’s programming to additional BHP sites, expanding youth health and wellness activities, nutritional snack availability, regular after-school programming, parent classes and adult fitness teacher training to impact health outcomes.",200680,200680,196492
